Experience,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard
34.0,55,1,0.8,1,168,0,0,1,1
40.0,20,3,0.5,1,102,0,0,1,1
40.0,89,1,4.1,1,299,0,1,1,0
26.0,59,2,1.5,2,239,0,0,0,1
39.0,8,3,0.1,3,87,0,0,0,1
25.0,85,4,4.9,1,0,0,0,1,1
35.0,94,1,4.3,1,76,1,1,1,0
28.0,22,2,0.4,1,0,0,0,1,1
31.0,74,2,3.2,3,0,0,0,1,1
19.0,59,3,2.67,2,0,0,0,0,0
36.0,12,4,0.6,2,0,0,0,1,1
9.0,8,1,0.4,2,0,0,0,1,0
31.0,74,3,1.6,3,0,0,0,1,1
5.0,184,4,3.4,2,0,0,1,1,1
19.0,34,4,0.0,2,0,0,0,0,0
27.0,63,2,0.8,3,0,1,0,1,0
12.0,123,2,5.6,2,0,0,1,1,1
1.0,85,2,1.6,3,0,0,0,0,0
12.0,109,3,0.5,3,0,1,1,1,0
15.0,31,1,0.6,3,0,0,0,1,0
13.0,61,2,2.4,2,90,0,0,1,0
35.0,88,2,1.6,1,0,0,0,0,1
18.0,22,2,0.3,2,0,0,0,0,0
4.0,63,4,2.2,2,0,1,0,1,0
1.0,80,4,0.2,1,0,0,0,1,1
22.0,78,3,2.1,1,0,0,0,1,1
24.0,45,4,0.1,1,93,0,0,1,0
7.0,51,4,2.1,3,0,0,0,0,1
6.0,111,2,1.5,3,0,0,0,0,0
10.0,45,3,2.8,1,153,0,0,1,1
9.0,184,2,4.8,2,0,0,0,0,0
5.0,41,2,1.0,2,112,1,0,1,0
30.0,69,4,1.3,3,0,1,1,1,1
33.0,23,3,0.2,1,0,0,0,0,0
23.0,160,2,6.67,1,0,0,0,0,0
5.0,61,1,0.8,2,251,1,1,1,0
18.0,110,2,6.1,1,182,0,0,1,0
16.0,50,2,0.6,3,0,0,0,0,0
9.0,49,1,2.4,2,0,0,0,1,0
20.0,185,4,7.5,2,428,0,0,0,1
39.0,52,2,1.1,1,0,0,0,1,1
37.0,53,2,2.8,1,0,0,0,1,0
17.0,125,4,3.5,2,0,0,0,0,0
5.0,72,3,1.6,1,0,0,0,1,0
2.0,51,4,1.8,3,0,0,0,0,1
39.0,23,3,0.5,1,0,1,0,0,0
1.0,41,1,1.9,3,0,0,0,0,1
9.0,41,3,2.0,1,108,0,0,1,0
12.0,138,1,4.67,2,0,0,0,1,0
20.0,138,2,3.3,1,0,0,0,0,1
28.0,14,4,0.8,1,0,0,0,1,1
18.0,145,2,8.0,1,505,0,0,0,0
17.0,25,3,1.0,2,0,0,0,0,1
10.0,43,1,1.7,1,142,0,0,0,1
22.0,93,1,0.2,2,309,0,0,1,0
29.0,90,2,0.3,1,217,1,0,0,1
36.0,41,2,1.0,3,154,1,0,1,0
36.0,169,2,6.1,3,106,0,1,1,1
17.0,63,2,2.2,3,0,0,0,1,0
21.0,23,3,0.67,2,95,0,0,0,0
13.0,140,4,0.5,1,0,0,0,0,0
15.0,75,1,1.5,3,0,0,0,1,0
32.0,13,4,0.9,2,78,1,0,1,0
7.0,10,1,0.5,3,81,0,0,1,0
15.0,100,1,0.8,2,0,0,0,1,0
22.0,85,3,1.1,1,203,0,0,1,0
31.0,73,3,2.67,1,219,0,0,1,0
4.0,130,2,6.7,1,0,0,0,0,1
22.0,65,3,2.7,2,0,0,0,1,0
36.0,59,4,1.7,1,148,0,0,0,0
34.0,31,2,1.0,3,0,0,0,0,0
10.0,134,1,4.0,1,0,0,0,0,0
21.0,11,4,0.2,1,106,0,0,1,1
35.0,32,1,0.3,3,80,0,0,1,0
0.0,53,2,1.6,3,0,0,0,1,1
17.0,28,1,0.7,1,0,0,0,0,1
37.0,44,2,1.0,3,0,0,0,1,0
39.0,40,1,0.8,1,118,0,0,0,1
19.0,40,3,0.6,2,0,0,0,1,0
32.0,163,2,0.5,1,400,0,0,0,0
25.0,82,1,1.3,3,0,0,0,1,0
12.0,89,4,1.4,2,0,0,0,0,0
30.0,78,4,1.6,2,0,0,0,1,1
36.0,55,3,0.9,3,197,0,0,0,0
5.0,34,4,0.4,2,0,0,0,1,0
12.0,108,4,3.67,2,301,0,0,0,1
7.0,58,4,2.2,2,0,0,0,1,1
31.0,54,4,2.1,1,0,0,0,1,0
30.0,45,4,0.9,2,0,0,0,0,1
11.0,123,1,2.3,2,0,1,1,1,0
12.0,93,1,5.2,1,267,0,0,1,0
9.0,102,4,2.2,2,0,0,0,1,0
29.0,39,3,1.5,1,0,0,0,1,0
40.0,114,4,3.4,2,0,0,0,0,1
37.0,29,1,0.3,3,0,0,0,0,1
25.0,30,3,0.6,2,144,0,0,0,1
5.0,22,1,0.6,3,0,0,0,0,0
38.0,38,2,0.3,1,186,0,0,1,1
15.0,41,2,1.7,1,0,0,0,0,0
3.0,161,4,1.7,3,422,0,1,1,1
35.0,38,3,0.5,2,0,0,0,1,1
23.0,25,1,0.9,3,0,0,0,1,0
1.0,70,4,2.6,1,218,0,0,1,0
19.0,201,2,8.8,1,0,0,0,1,1
26.0,42,2,0.6,3,0,0,0,1,1
7.0,64,1,1.2,1,0,0,0,1,0
7.0,28,4,1.1,3,0,0,0,0,0
25.0,119,1,4.9,1,208,0,0,1,1
1.0,28,1,1.0,3,0,0,0,1,0
19.0,60,3,2.1,3,0,0,0,1,0
29.0,23,1,1.5,2,0,0,0,0,0
8.0,164,4,7.4,3,0,0,0,1,0
30.0,39,2,0.8,1,0,0,0,0,1
17.0,19,2,0.0,3,85,0,0,1,1
20.0,72,2,0.8,3,0,0,0,1,1
37.0,41,3,0.9,3,0,0,0,1,1
5.0,32,2,0.3,2,130,0,0,1,0
5.0,69,1,0.8,2,0,0,0,1,0
28.0,23,3,0.4,1,0,0,0,1,0
9.0,44,4,0.2,1,0,0,0,1,0
36.0,32,3,0.4,2,165,0,0,1,0
34.0,25,2,0.3,1,123,0,0,1,0
16.0,83,1,0.8,2,230,1,0,1,0
23.0,133,1,7.3,1,0,0,0,1,1
18.0,89,1,0.1,2,307,0,0,0,1
7.0,81,2,4.5,3,187,0,1,1,1
11.0,44,2,1.1,2,85,0,0,1,0
36.0,119,2,2.0,1,0,0,0,0,0
32.0,39,4,0.9,1,147,0,0,0,0
38.0,40,2,1.0,3,0,0,0,0,0
26.0,79,3,0.8,1,183,0,0,0,0
28.0,30,4,0.7,2,0,0,0,1,0
14.0,179,1,2.6,3,0,0,0,1,0
5.0,178,2,6.7,1,0,0,0,0,0
30.0,82,4,3.8,2,0,0,0,1,0
13.0,50,2,2.4,2,0,0,0,0,0
30.0,64,2,1.9,2,0,0,0,0,0
4.0,129,1,1.5,1,0,0,0,0,1
18.0,68,4,2.9,1,0,1,0,0,0
21.0,30,1,1.4,3,112,1,0,0,0
36.0,48,3,1.5,1,0,0,0,0,1
36.0,130,1,1.3,1,257,0,0,0,0
20.0,40,1,0.5,3,0,1,0,1,0
14.0,105,2,1.9,1,0,0,0,1,0
3.0,41,4,0.2,1,0,0,0,1,0
28.0,168,3,6.5,3,118,0,0,1,0
14.0,80,2,2.7,1,0,0,0,1,0
3.0,134,2,3.1,1,0,0,0,1,0
9.0,49,1,2.5,3,0,0,0,0,0
9.0,63,2,1.8,1,0,0,0,1,0
22.0,70,4,1.9,1,212,0,0,0,1
37.0,32,3,0.7,2,141,0,0,0,0
9.0,14,3,0.9,3,114,0,0,0,0
14.0,111,2,6.1,1,326,0,0,0,0
27.0,38,4,2.8,2,144,1,0,1,0
2.0,121,2,2.0,1,341,0,0,1,0
18.0,90,4,2.6,3,0,0,0,1,0
31.0,178,2,6.0,2,0,0,0,1,0
14.0,20,4,0.4,2,79,0,0,1,1
24.0,61,2,1.7,1,229,0,0,0,1
7.0,43,4,0.8,1,0,0,0,0,0
42.0,39,1,1.9,2,0,0,0,1,1
34.0,60,4,2.1,1,234,0,0,1,1
15.0,63,3,3.0,1,0,1,0,1,0
11.0,8,4,0.2,3,81,0,0,0,1
38.0,52,4,1.3,2,0,0,0,1,1
27.0,92,4,3.0,1,0,0,1,1,1
32.0,111,2,1.4,1,298,0,0,1,0
26.0,71,1,1.4,3,0,0,0,0,0
16.0,25,2,0.1,2,91,1,0,0,0
5.0,34,1,1.9,3,156,0,0,1,0
3.0,74,3,2.6,3,0,0,0,0,0
31.0,120,2,2.0,1,0,0,0,0,1
37.0,50,4,1.3,2,0,0,0,0,1
36.0,10,2,1.0,1,0,0,0,1,1
29.0,45,4,2.5,2,113,0,0,1,0
23.0,29,4,1.8,1,0,0,0,1,1
37.0,145,2,6.9,1,0,0,0,1,0
23.0,100,2,6.3,1,0,0,0,0,0
25.0,24,3,0.4,1,0,0,0,1,0
8.0,60,1,1.2,1,0,0,0,1,1
1.0,50,4,0.6,2,0,0,0,0,0
1.0,43,3,1.1,2,0,0,0,0,0
31.0,79,3,4.4,1,0,0,0,0,1
5.0,44,3,0.1,2,0,0,0,1,1
30.0,31,4,1.5,3,0,0,0,1,0
35.0,14,2,1.0,1,107,0,0,1,0
28.0,19,4,0.8,1,106,0,0,0,1
29.0,111,1,1.1,2,0,0,0,1,0
30.0,90,1,1.9,2,0,0,0,1,0
25.0,21,2,0.7,3,129,0,0,0,0
25.0,104,1,4.2,2,0,0,0,1,0
27.0,75,1,1.9,2,0,0,0,1,0
12.0,175,2,7.8,1,297,0,0,1,1
7.0,98,1,4.2,1,171,1,1,0,0
23.0,41,4,0.1,1,153,0,0,1,0
8.0,171,2,2.2,2,569,0,0,1,0
30.0,79,4,1.6,2,0,0,0,1,0
39.0,24,4,0.6,2,0,0,0,0,0
34.0,90,1,3.6,2,0,0,0,0,0
25.0,9,2,0.0,1,0,1,0,0,0
13.0,15,2,0.1,2,90,0,0,1,0
24.0,80,1,2.7,1,0,0,0,1,0
15.0,63,1,0.7,3,79,0,0,0,1
8.0,20,1,0.5,3,102,0,0,1,0
22.0,43,2,2.1,3,0,1,1,1,1
15.0,65,1,1.5,3,0,0,0,0,0
15.0,91,2,1.7,2,151,0,0,0,0
39.0,53,1,0.8,1,0,0,0,0,0
32.0,110,3,1.7,2,0,0,0,0,0
4.0,82,3,1.5,1,103,0,0,1,0
11.0,23,4,0.2,3,0,0,0,1,0
19.0,172,2,6.67,1,0,0,0,1,0
12.0,88,2,2.7,1,0,0,0,1,0
18.0,71,2,0.8,3,0,0,0,1,0
5.0,180,1,2.9,3,144,1,0,0,0
21.0,39,2,2.1,3,184,0,0,0,1
13.0,94,1,1.5,3,0,0,0,0,1
16.0,25,3,1.0,2,0,0,0,1,0
15.0,10,2,0.0,3,102,0,0,1,0
5.0,42,1,1.0,1,184,0,0,0,0
33.0,142,2,3.9,1,0,0,0,0,1
21.0,34,2,1.3,1,0,0,0,1,0
10.0,139,1,4.6,1,0,0,0,0,0
4.0,154,2,4.5,1,207,0,0,1,0
8.0,40,2,2.0,3,89,0,0,0,0
32.0,33,1,1.5,3,140,0,0,1,1
34.0,80,2,1.6,1,0,0,0,1,1
18.0,10,3,0.67,2,100,0,0,1,0
16.0,41,3,0.5,3,0,0,0,1,0
36.0,30,4,1.3,1,118,0,0,1,1
29.0,78,1,0.8,3,190,0,0,1,0
21.0,164,1,5.0,1,0,0,0,0,1
27.0,23,1,0.4,3,0,0,0,0,0
7.0,149,1,6.0,1,0,0,0,0,0
34.0,25,4,0.7,3,0,0,0,1,0
9.0,42,1,2.1,3,0,0,0,1,0
11.0,71,1,2.5,1,185,0,0,1,1
34.0,114,3,4.2,2,0,0,0,1,0
26.0,70,1,2.8,2,0,0,0,1,1
23.0,149,4,6.1,1,0,0,0,0,1
33.0,55,4,2.5,2,0,0,0,1,0
36.0,29,1,1.3,1,0,0,0,0,0
40.0,123,1,3.8,1,0,0,0,1,1
20.0,152,1,7.4,3,374,0,1,1,1
7.0,8,4,0.7,2,0,0,0,0,0
32.0,69,4,0.7,1,245,0,0,0,0
23.0,161,4,7.9,3,310,0,0,0,0
23.0,79,1,0.2,2,0,0,0,0,0
10.0,105,1,4.6,1,0,0,0,0,0
8.0,39,3,2.3,1,0,0,0,0,0
23.0,163,1,5.0,1,0,0,0,0,0
20.0,9,1,0.2,1,0,0,0,1,0
20.0,71,4,2.0,3,0,0,0,0,1
18.0,51,3,2.1,3,0,0,0,0,0
24.0,32,1,1.4,3,167,0,0,0,0
26.0,161,4,4.3,1,0,0,1,1,1
27.0,60,1,0.2,1,0,0,0,1,0
10.0,35,4,1.0,2,0,0,0,0,0
40.0,41,4,1.2,2,0,0,0,1,0
22.0,73,2,1.7,1,216,0,0,1,0
33.0,49,4,1.5,1,214,1,1,1,1
35.0,79,2,2.0,1,194,0,0,1,1
18.0,120,2,7.5,1,0,1,0,0,0
16.0,60,2,3.2,1,0,0,0,0,0
8.0,78,3,0.6,2,0,0,0,1,0
26.0,40,4,1.1,2,131,0,0,0,0
26.0,110,2,5.4,3,204,1,1,1,0
11.0,160,4,5.7,3,0,1,0,0,0
32.0,68,4,0.7,1,191,0,0,1,1
31.0,49,2,1.6,3,103,0,0,1,0
20.0,65,2,2.5,1,0,0,0,1,0
8.0,62,3,2.3,1,98,0,0,0,1
22.0,152,1,0.0,1,0,0,0,0,0
18.0,42,3,2.5,2,0,0,0,0,0
28.0,39,4,0.7,2,0,0,0,1,0
17.0,111,3,3.0,1,0,1,1,0,1
21.0,82,3,2.1,1,0,0,0,0,0
36.0,108,4,3.4,2,0,0,0,1,0
27.0,59,2,0.8,3,0,0,0,1,0
30.0,61,3,2.5,1,193,0,0,1,0
6.0,78,4,2.0,2,0,1,0,1,0
18.0,18,2,0.1,3,0,0,0,1,0
37.0,113,4,1.7,3,0,0,0,1,1
20.0,62,1,2.67,2,0,0,0,1,0
24.0,81,1,4.9,1,248,0,0,1,0
25.0,13,3,0.4,1,106,0,0,1,0
9.0,75,1,2.8,1,194,0,0,0,0
14.0,33,2,0.8,3,89,0,0,1,0
13.0,179,1,4.1,1,0,0,0,1,0
26.0,69,3,2.0,2,0,0,0,1,0
4.0,45,1,1.0,3,0,0,0,1,0
26.0,59,3,3.0,2,0,0,0,1,0
13.0,81,2,2.8,1,0,0,0,1,0
5.0,133,1,5.4,1,212,0,0,1,0
29.0,81,2,0.0,3,0,0,0,1,0
38.0,14,4,0.4,2,86,0,0,1,1
14.0,28,2,0.8,3,0,0,0,0,0
12.0,93,2,2.2,1,0,0,0,1,0
20.0,191,3,2.6,3,123,0,0,0,0
37.0,155,1,2.9,1,0,0,0,1,0
0.0,155,2,7.2,1,0,0,0,0,0
8.0,68,4,1.3,1,0,0,0,1,0
40.0,52,2,1.1,1,226,0,0,0,0
17.0,51,1,0.7,3,0,0,0,0,0
0.0,44,4,1.6,1,180,0,0,1,0
5.0,121,2,3.1,1,408,0,0,1,0
36.0,49,4,2.2,1,204,1,0,1,0
26.0,42,2,1.0,3,78,1,0,1,0
15.0,144,1,4.1,1,0,0,0,0,0
6.0,72,1,2.6,2,0,0,0,1,0
4.0,44,1,1.5,1,109,0,0,0,0
35.0,43,3,0.9,3,175,0,0,0,0
14.0,74,1,0.1,2,144,1,0,1,0
41.0,145,1,2.5,1,0,0,0,1,0
41.0,158,2,2.1,1,0,0,0,0,0
28.0,78,4,4.9,1,0,0,0,0,0
29.0,154,1,2.4,2,352,0,0,1,0
9.0,105,2,4.5,3,0,0,0,0,0
7.0,100,3,0.6,2,0,0,0,1,0
39.0,58,1,0.0,2,0,0,0,1,0
35.0,113,1,0.9,1,406,0,0,1,0
18.0,10,2,0.1,2,0,1,0,0,1
33.0,142,2,2.7,1,0,0,0,0,0
37.0,128,1,2.5,1,0,0,0,0,0
5.0,131,3,0.5,3,0,0,0,0,0
30.0,88,4,1.0,2,122,0,0,1,0
6.0,101,2,0.6,1,0,0,0,1,0
1.0,70,2,1.75,3,0,0,1,1,1
20.0,122,1,0.3,1,0,1,0,1,0
8.0,70,3,1.5,1,0,0,0,1,0
38.0,148,2,4.3,3,0,0,0,1,0
32.0,43,2,2.1,3,166,0,0,1,0
30.0,31,1,1.5,3,0,0,0,1,0
11.0,35,2,0.8,3,0,0,0,0,0
27.0,81,4,2.6,3,0,0,0,1,0
25.0,19,1,1.4,3,98,0,0,0,0
5.0,98,4,1.8,3,129,1,1,1,1
2.0,101,4,2.1,3,0,0,0,1,0
24.0,81,2,0.4,3,0,0,0,0,0
27.0,135,1,0.6,1,452,0,0,1,0
30.0,34,2,0.7,2,0,0,0,1,0
16.0,104,1,3.4,1,249,0,0,0,0
38.0,29,3,0.7,2,0,0,0,1,0
36.0,119,2,5.4,2,0,0,0,1,0
20.0,82,2,1.7,2,0,0,0,1,1
29.0,62,1,0.2,1,0,0,0,1,0
19.0,85,3,2.1,1,0,0,0,1,1
15.0,8,2,0.1,2,0,0,0,0,0
37.0,78,4,1.7,3,0,0,0,1,0
32.0,44,3,0.5,2,0,0,0,1,0
14.0,122,2,8.0,1,0,0,0,1,1
11.0,22,3,0.1,2,114,0,0,0,0
5.0,39,4,2.2,2,0,0,0,1,1
26.0,55,1,1.6,2,0,0,0,1,0
18.0,144,2,6.1,1,158,0,0,0,0
27.0,71,1,2.6,2,0,0,0,0,1
13.0,191,2,3.0,1,0,0,0,1,0
26.0,22,1,0.5,2,100,0,0,1,0
17.0,158,1,2.4,1,0,0,0,1,0
9.0,131,3,0.3,3,0,0,1,1,1
24.0,75,1,2.8,2,160,0,0,0,1
4.0,69,3,0.7,2,170,0,0,0,0
27.0,39,2,0.8,1,0,0,0,0,0
14.0,34,4,1.7,1,0,0,0,1,1
7.0,32,1,1.7,1,0,0,0,1,0
18.0,129,1,5.7,1,0,0,0,1,0
20.0,158,3,5.4,1,432,0,0,0,1
18.0,54,1,1.8,1,0,0,0,1,0
17.0,34,1,2.0,2,0,0,0,0,0
33.0,68,2,2.3,3,0,1,0,0,0
21.0,53,1,1.5,2,0,0,0,1,0
23.0,32,1,0.1,1,0,0,0,0,1
33.0,173,2,7.2,3,0,0,0,1,0
34.0,31,4,0.4,1,0,0,0,0,0
29.0,72,2,3.7,1,144,0,0,1,0
24.0,30,4,0.4,2,157,0,1,1,1
38.0,138,1,2.5,1,0,0,0,1,0
37.0,18,1,1.5,2,127,0,0,0,0
19.0,69,1,2.8,1,220,0,0,1,1
13.0,58,3,2.1,1,247,0,0,1,0
34.0,63,4,1.5,1,0,0,0,1,0
30.0,43,2,0.3,1,0,1,0,0,0
5.0,28,1,0.2,3,0,0,0,1,0
9.0,38,1,2.1,3,133,0,0,0,0
29.0,72,3,0.3,2,147,0,0,0,0
31.0,64,4,0.9,1,0,0,0,1,0
12.0,70,3,2.6,2,165,0,0,1,0
29.0,12,1,0.3,1,0,0,0,0,0
31.0,159,2,0.5,1,0,0,0,0,0
9.0,103,2,4.5,3,0,0,0,1,0
18.0,42,1,0.3,3,0,0,0,1,0
29.0,48,2,2.1,3,142,0,0,1,0
3.0,49,1,1.5,1,0,0,0,0,0
14.0,89,2,0.4,1,0,0,0,1,0
8.0,22,4,0.7,2,0,0,0,1,1
27.0,10,2,0.2,1,86,0,0,0,0
25.0,38,1,1.3,2,120,0,0,0,1
29.0,49,2,2.1,3,95,0,0,1,1
12.0,30,2,1.4,3,0,0,0,0,1
7.0,82,1,2.6,2,240,0,1,1,1
37.0,82,1,0.8,3,312,0,0,1,0
33.0,24,1,0.1,2,0,0,0,0,0
23.0,32,4,0.6,1,156,0,0,1,1
25.0,34,3,0.9,3,111,0,0,1,0
27.0,195,2,4.75,2,477,0,0,0,0
1.0,61,4,2.2,1,119,0,0,0,0
11.0,22,3,0.1,2,0,0,0,1,1
0.0,40,4,1.0,3,0,0,0,1,0
38.0,50,2,2.8,1,205,0,0,0,0
36.0,35,2,0.7,3,0,1,0,0,1
33.0,64,3,0.3,2,0,0,0,0,0
7.0,49,3,2.3,1,0,0,0,1,0
8.0,44,4,1.0,2,192,0,0,0,1
31.0,65,2,3.7,1,0,0,0,1,0
31.0,13,4,0.7,1,0,0,0,1,0
5.0,84,1,2.9,3,105,0,0,0,1
29.0,28,4,0.2,2,101,0,0,1,0
32.0,108,3,4.4,1,0,0,0,1,0
24.0,59,1,0.0,1,144,0,0,1,0
22.0,163,1,2.4,1,396,0,0,1,0
9.0,183,2,8.8,3,582,0,0,1,0
6.0,69,4,4.0,3,0,0,0,1,0
16.0,115,1,7.0,1,0,0,0,0,0
31.0,130,4,6.5,1,0,0,0,0,1
37.0,185,2,7.9,2,358,0,0,1,0
29.0,118,2,0.3,1,0,0,0,1,0
13.0,163,1,4.1,1,0,0,0,0,0
20.0,140,2,6.3,1,380,0,0,1,1
33.0,91,2,0.7,2,0,0,0,1,1
31.0,61,4,1.3,3,0,0,0,1,1
35.0,168,4,4.1,2,0,0,0,1,0
13.0,69,3,0.9,2,0,0,0,0,0
21.0,22,1,0.2,1,104,0,0,0,0
22.0,53,1,0.3,1,213,0,0,0,0
26.0,25,2,1.0,2,0,0,1,1,1
9.0,115,4,2.2,2,0,0,0,0,0
9.0,31,4,1.1,3,85,1,1,1,1
10.0,83,1,2.8,3,0,0,0,0,1
34.0,152,2,6.9,1,0,0,0,0,0
20.0,30,1,0.1,1,0,0,0,1,0
3.0,34,1,0.2,3,0,0,0,1,1
22.0,44,1,1.4,3,0,0,0,1,1
20.0,182,2,7.6,1,0,0,0,0,0
30.0,44,3,1.5,1,117,0,0,1,0
33.0,122,2,6.0,1,153,1,1,1,1
26.0,35,4,1.8,1,0,0,0,1,0
25.0,91,1,0.8,3,0,0,0,0,0
32.0,30,2,2.0,2,0,0,0,0,0
39.0,53,1,2.5,3,0,0,0,1,0
33.0,28,1,0.3,3,0,0,0,1,0
39.0,85,4,3.4,2,200,0,0,1,0
26.0,28,2,0.7,2,90,0,0,1,1
34.0,41,4,0.4,1,177,0,0,1,0
22.0,154,1,5.0,3,0,1,1,1,0
18.0,41,1,0.3,3,0,0,0,1,0
32.0,33,3,1.5,1,0,0,0,0,0
12.0,182,3,5.8,3,0,0,0,1,0
27.0,59,2,0.8,3,0,0,0,1,0
2.0,129,2,3.3,1,0,1,0,0,0
27.0,35,3,0.9,3,136,0,0,1,0
16.0,185,3,2.2,2,0,1,1,1,1
34.0,45,4,1.3,2,201,0,0,0,0
12.0,62,4,0.1,2,145,0,0,0,0
28.0,183,3,8.2,3,467,0,1,1,1
22.0,14,2,0.1,3,0,0,0,1,0
28.0,53,1,2.2,3,0,0,0,1,1
1.0,48,3,2.6,3,169,0,0,0,0
26.0,128,2,0.4,1,0,0,0,1,0
7.0,105,1,4.0,1,331,0,0,1,0
9.0,40,3,0.9,1,0,0,0,1,1
37.0,10,2,0.4,1,0,0,0,1,0
4.0,102,2,3.3,1,303,0,0,0,0
32.0,31,3,0.1,2,0,0,0,1,0
5.0,30,4,0.8,1,158,0,0,1,0
7.0,21,1,0.6,3,0,1,0,0,0
36.0,44,2,0.3,1,0,0,0,0,0
10.0,48,1,2.5,3,164,0,0,1,0
11.0,21,3,0.2,2,0,0,0,1,0
11.0,84,4,2.2,2,0,0,0,1,1
10.0,64,3,0.7,2,230,0,0,1,0
9.0,82,1,2.5,1,138,0,0,0,0
35.0,39,4,1.3,1,0,0,0,1,0
27.0,45,2,0.8,3,0,0,0,1,1
21.0,133,4,5.7,3,0,0,1,1,1
22.0,152,2,1.4,1,0,0,0,1,0
16.0,12,1,1.0,1,91,1,0,0,0
16.0,32,3,1.5,1,149,0,0,1,0
1.0,74,4,2.6,1,204,0,0,0,0
14.0,54,2,1.1,2,159,0,0,0,1
6.0,181,3,4.1,2,0,0,1,1,1
33.0,75,2,0.0,3,0,0,0,1,0
15.0,95,3,0.1,1,240,1,0,0,0
11.0,190,4,7.3,2,565,0,1,1,0
11.0,90,1,2.8,1,0,0,0,1,0
3.0,20,4,1.0,1,134,0,0,1,1
34.0,64,3,2.2,3,0,0,0,0,0
36.0,85,2,1.7,3,98,0,0,0,0
43.0,105,4,1.7,2,0,0,0,1,0
18.0,21,1,0.2,1,0,0,0,1,0
21.0,158,2,6.67,1,132,0,0,1,1
34.0,125,1,4.3,1,219,0,0,0,0
36.0,81,3,1.8,2,0,0,0,1,0
29.0,183,1,8.1,1,0,0,0,1,1
3.0,54,4,0.6,2,0,0,0,1,0
24.0,79,4,3.6,3,212,0,0,1,0
11.0,38,1,1.5,2,136,0,0,1,0
10.0,172,4,1.0,2,295,0,0,1,0
8.0,184,3,7.5,1,0,0,0,0,0
11.0,158,2,7.8,1,114,0,0,1,1
11.0,188,1,0.9,3,282,0,0,1,0
2.0,20,4,0.5,3,0,0,0,1,0
18.0,60,4,0.2,3,151,0,0,0,1
39.0,113,4,2.4,3,0,0,0,1,0
5.0,70,4,0.0,1,0,0,0,1,1
41.0,84,2,0.0,3,0,0,0,1,1
33.0,23,2,0.2,3,0,0,0,1,0
22.0,141,2,3.3,1,0,1,1,1,1
33.0,110,3,4.4,1,264,0,0,1,0
26.0,31,4,1.8,1,0,0,0,1,1
35.0,22,1,1.3,1,80,0,0,0,0
17.0,91,1,5.2,1,0,1,0,0,0
39.0,82,4,2.4,3,252,0,0,1,0
26.0,23,1,0.3,1,0,0,0,0,0
23.0,35,1,0.1,1,0,1,0,1,0
25.0,114,1,2.5,3,0,0,0,1,0
33.0,18,3,0.1,2,0,0,0,1,1
32.0,74,2,2.3,3,0,0,0,0,1
19.0,122,4,4.1,2,0,0,0,1,0
15.0,73,3,2.33,2,0,0,0,0,0
40.0,40,2,1.1,1,0,0,0,1,0
25.0,55,4,0.1,3,0,0,0,1,0
31.0,69,1,2.7,2,0,1,0,0,1
14.0,92,4,1.4,2,0,0,0,1,0
2.0,48,4,2.1,3,0,0,0,1,1
31.0,113,4,0.6,3,327,0,0,1,0
25.0,58,1,1.3,2,0,0,0,1,0
16.0,109,2,2.2,1,0,0,0,1,0
28.0,39,3,1.0,2,0,0,0,1,1
29.0,33,3,1.9,2,144,0,0,0,0
24.0,18,4,0.2,1,0,0,0,1,1
33.0,63,1,1.6,1,0,0,0,1,1
32.0,43,1,2.8,2,0,0,0,1,0
14.0,70,4,2.0,3,0,0,0,1,0
25.0,19,1,0.9,3,0,0,0,0,0
36.0,39,4,1.3,2,140,0,0,1,0
28.0,81,3,0.8,1,0,0,0,0,0
2.0,34,4,1.3,3,0,0,0,0,0
1.0,140,1,5.9,2,175,1,1,1,0
18.0,114,1,0.3,1,0,0,0,0,0
28.0,55,2,3.2,3,151,0,0,0,0
30.0,21,1,0.1,2,76,0,0,1,0
30.0,50,4,2.8,2,0,1,0,1,0
34.0,41,3,1.5,1,0,0,0,1,1
32.0,190,3,2.2,1,0,0,1,1,0
40.0,8,2,0.3,3,0,0,0,1,0
8.0,55,2,1.67,2,0,0,0,1,0
20.0,40,2,1.3,1,0,0,0,0,1
32.0,22,3,0.1,2,0,0,0,1,0
8.0,44,2,1.67,2,0,1,0,0,1
22.0,102,3,4.5,3,0,0,0,1,0
4.0,54,4,1.8,3,235,0,0,1,0
20.0,130,4,3.2,2,0,0,0,0,0
12.0,75,3,2.33,2,0,0,0,1,1
18.0,42,2,1.7,1,0,0,0,1,0
9.0,133,1,3.8,1,0,0,0,1,0
20.0,40,1,1.2,2,0,0,0,1,0
31.0,34,3,1.5,1,101,0,0,1,0
3.0,142,1,0.8,1,0,0,0,1,0
10.0,64,3,2.3,1,0,0,1,1,1
35.0,44,2,1.6,3,170,0,0,1,0
24.0,95,1,0.3,1,262,0,0,1,0
26.0,49,1,1.4,3,0,0,0,1,0
27.0,12,2,0.2,1,0,0,0,0,0
26.0,98,1,1.3,3,0,0,0,1,1
35.0,42,4,0.4,1,0,0,0,1,0
28.0,44,2,0.6,3,0,0,0,1,1
17.0,124,1,5.2,1,0,0,0,0,0
6.0,175,2,6.7,1,0,0,0,1,0
6.0,22,4,0.3,1,0,0,0,0,0
17.0,78,4,2.67,1,99,0,0,1,0
